2010,Euro area (EA11-1999 EA12-2001 EA13-2007 EA15-2008 EA16-2009 EA17-2011 EA18-2014 EA19-2015),Index 2015=100,Compensation of employees per hour worked,:
2010,Euro area (EA11-1999 EA12-2001 EA13-2007 EA15-2008 EA16-2009 EA17-2011 EA18-2014 EA19-2015),Index 2015=100,Nominal labour productivity per person,:
2010,Euro area (EA11-1999 EA12-2001 EA13-2007 EA15-2008 EA16-2009 EA17-2011 EA18-2014 EA19-2015),Index 2015=100,Nominal labour productivity per hour worked,:
2010,Euro area (EA11-1999 EA12-2001 EA13-2007 EA15-2008 EA16-2009 EA17-2011 EA18-2014 EA19-2015),Index 2015=100,Real labour productivity per person,96.8
2010,Euro area - 19 countries  (from 2015),Euro,Compensation per employee,35 854.9
2010,Euro area - 19 countries  (from 2015),Euro,Compensation of employees per hour worked,23.7
2010,Euro area - 19 countries  (from 2015),Euro,Nominal labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Euro,Nominal labour productivity per hour worked,:
2010,Euro area - 19 countries  (from 2015),Euro,Real labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),National currency,Compensation per employee,35 854.9
2010,Euro area - 19 countries  (from 2015),National currency,Compensation of employees per hour worked,23.7
2010,Euro area - 19 countries  (from 2015),National currency,Nominal labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),National currency,Nominal labour productivity per hour worked,:
2010,Euro area - 19 countries  (from 2015),National currency,Real labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS),Compensation per employee,34 606.7
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS),Compensation of employees per hour worked,22.9
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS),Real labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS EU27 from 2020),Compensation per employee,34 226.7
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,22.6
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Euro area - 19 countries  (from 2015),Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Index 2015=100,Compensation per employee,:
2010,Euro area - 19 countries  (from 2015),Index 2015=100,Compensation of employees per hour worked,:
2010,Euro area - 19 countries  (from 2015),Index 2015=100,Nominal labour productivity per person,:
2010,Euro area - 19 countries  (from 2015),Index 2015=100,Nominal labour productivity per hour worked,:
2010,Euro area - 19 countries  (from 2015),Index 2015=100,Real labour productivity per person,96.8
2010,Euro area - 12 countries (2001-2006),Euro,Compensation per employee,36 785.1
2010,Euro area - 12 countries (2001-2006),Euro,Compensation of employees per hour worked,24.5
2010,Euro area - 12 countries (2001-2006),Euro,Nominal labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Euro,Nominal labour productivity per hour worked,:
2010,Euro area - 12 countries (2001-2006),Euro,Real labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),National currency,Compensation per employee,36 785.1
2010,Euro area - 12 countries (2001-2006),National currency,Compensation of employees per hour worked,24.5
2010,Euro area - 12 countries (2001-2006),National currency,Nominal labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),National currency,Nominal labour productivity per hour worked,:
2010,Euro area - 12 countries (2001-2006),National currency,Real labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS),Compensation per employee,35 146.2
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS),Compensation of employees per hour worked,23.5
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS),Real labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS EU27 from 2020),Compensation per employee,34 762.6
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,23.2
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Euro area - 12 countries (2001-2006),Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Index 2015=100,Compensation per employee,:
2010,Euro area - 12 countries (2001-2006),Index 2015=100,Compensation of employees per hour worked,:
2010,Euro area - 12 countries (2001-2006),Index 2015=100,Nominal labour productivity per person,:
2010,Euro area - 12 countries (2001-2006),Index 2015=100,Nominal labour productivity per hour worked,:
2010,Euro area - 12 countries (2001-2006),Index 2015=100,Real labour productivity per person,96.8
2010,Belgium,Euro,Compensation per employee,49 054.8
2010,Belgium,Euro,Compensation of employees per hour worked,34.3
2010,Belgium,Euro,Nominal labour productivity per person,:
2010,Belgium,Euro,Nominal labour productivity per hour worked,:
2010,Belgium,Euro,Real labour productivity per person,:
2010,Belgium,National currency,Compensation per employee,49 054.8
2010,Belgium,National currency,Compensation of employees per hour worked,34.3
2010,Belgium,National currency,Nominal labour productivity per person,:
2010,Belgium,National currency,Nominal labour productivity per hour worked,:
2010,Belgium,National currency,Real labour productivity per person,:
2010,Belgium,Purchasing power standard (PPS),Compensation per employee,44 876.8
2010,Belgium,Purchasing power standard (PPS),Compensation of employees per hour worked,31.3
2010,Belgium,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Belgium,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Belgium,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Belgium,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,44 383.5
2010,Belgium,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,31
2010,Belgium,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Belgium,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Belgium,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Belgium,Index 2015=100,Compensation per employee,:
2010,Belgium,Index 2015=100,Compensation of employees per hour worked,:
2010,Belgium,Index 2015=100,Nominal labour productivity per person,:
2010,Belgium,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Belgium,Index 2015=100,Real labour productivity per person,96.3
2010,Bulgaria,Euro,Compensation per employee,5 287.3
2010,Bulgaria,Euro,Compensation of employees per hour worked,3.2
2010,Bulgaria,Euro,Nominal labour productivity per person,:
2010,Bulgaria,Euro,Nominal labour productivity per hour worked,:
2010,Bulgaria,Euro,Real labour productivity per person,:
2010,Bulgaria,National currency,Compensation per employee,10 340.8
2010,Bulgaria,National currency,Compensation of employees per hour worked,6.2
2010,Bulgaria,National currency,Nominal labour productivity per person,:
2010,Bulgaria,National currency,Nominal labour productivity per hour worked,:
2010,Bulgaria,National currency,Real labour productivity per person,:
2010,Bulgaria,Purchasing power standard (PPS),Compensation per employee,11 690.9
2010,Bulgaria,Purchasing power standard (PPS),Compensation of employees per hour worked,7
2010,Bulgaria,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Bulgaria,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Bulgaria,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Bulgaria,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,11 562.5
2010,Bulgaria,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,7
2010,Bulgaria,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Bulgaria,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Bulgaria,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Bulgaria,Index 2015=100,Compensation per employee,:
2010,Bulgaria,Index 2015=100,Compensation of employees per hour worked,:
2010,Bulgaria,Index 2015=100,Nominal labour productivity per person,:
2010,Bulgaria,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Bulgaria,Index 2015=100,Real labour productivity per person,87.6
2010,Czechia,Euro,Compensation per employee,14 802.0
2010,Czechia,Euro,Compensation of employees per hour worked,8.5
2010,Czechia,Euro,Nominal labour productivity per person,:
2010,Czechia,Euro,Nominal labour productivity per hour worked,:
2010,Czechia,Euro,Real labour productivity per person,:
2010,Czechia,National currency,Compensation per employee,374 254.4
2010,Czechia,National currency,Compensation of employees per hour worked,216.2
2010,Czechia,National currency,Nominal labour productivity per person,:
2010,Czechia,National currency,Nominal labour productivity per hour worked,:
2010,Czechia,National currency,Real labour productivity per person,:
2010,Czechia,Purchasing power standard (PPS),Compensation per employee,20 949.6
2010,Czechia,Purchasing power standard (PPS),Compensation of employees per hour worked,12.1
2010,Czechia,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Czechia,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Czechia,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Czechia,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,20 719.5
2010,Czechia,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,12
2010,Czechia,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Czechia,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Czechia,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Czechia,Index 2015=100,Compensation per employee,:
2010,Czechia,Index 2015=100,Compensation of employees per hour worked,:
2010,Czechia,Index 2015=100,Nominal labour productivity per person,:
2010,Czechia,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Czechia,Index 2015=100,Real labour productivity per person,94.3
2010,Denmark,Euro,Compensation per employee,49 180.4
2010,Denmark,Euro,Compensation of employees per hour worked,35.2
2010,Denmark,Euro,Nominal labour productivity per person,:
2010,Denmark,Euro,Nominal labour productivity per hour worked,:
2010,Denmark,Euro,Real labour productivity per person,:
2010,Denmark,National currency,Compensation per employee,366 261.0
2010,Denmark,National currency,Compensation of employees per hour worked,261.8
2010,Denmark,National currency,Nominal labour productivity per person,:
2010,Denmark,National currency,Nominal labour productivity per hour worked,:
2010,Denmark,National currency,Real labour productivity per person,:
2010,Denmark,Purchasing power standard (PPS),Compensation per employee,36 926.9
2010,Denmark,Purchasing power standard (PPS),Compensation of employees per hour worked,26.4
2010,Denmark,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Denmark,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Denmark,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Denmark,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,36 521.3
2010,Denmark,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,26.1
2010,Denmark,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Denmark,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Denmark,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Denmark,Index 2015=100,Compensation per employee,:
2010,Denmark,Index 2015=100,Compensation of employees per hour worked,:
2010,Denmark,Index 2015=100,Nominal labour productivity per person,:
2010,Denmark,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Denmark,Index 2015=100,Real labour productivity per person,95.2
2010,Germany (until 1990 former territory of the FRG),Euro,Compensation per employee,35 409.2
2010,Germany (until 1990 former territory of the FRG),Euro,Compensation of employees per hour worked,26.2
2010,Germany (until 1990 former territory of the FRG),Euro,Nominal labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Euro,Nominal labour productivity per hour worked,:
2010,Germany (until 1990 former territory of the FRG),Euro,Real labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),National currency,Compensation per employee,35 409.2
2010,Germany (until 1990 former territory of the FRG),National currency,Compensation of employees per hour worked,26.2
2010,Germany (until 1990 former territory of the FRG),National currency,Nominal labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),National currency,Nominal labour productivity per hour worked,:
2010,Germany (until 1990 former territory of the FRG),National currency,Real labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Compensation per employee,33 662.2
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Compensation of employees per hour worked,24.9
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS),Real labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS EU27 from 2020),Compensation per employee,33 292.2
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,24.7
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Index 2015=100,Compensation per employee,:
2010,Germany (until 1990 former territory of the FRG),Index 2015=100,Compensation of employees per hour worked,:
2010,Germany (until 1990 former territory of the FRG),Index 2015=100,Nominal labour productivity per person,:
2010,Germany (until 1990 former territory of the FRG),Index 2015=100,Nominal labour productivity per hour worked,:
2010,Germany (until 1990 former territory of the FRG),Index 2015=100,Real labour productivity per person,96.4
2010,Estonia,Euro,Compensation per employee,13 895.9
2010,Estonia,Euro,Compensation of employees per hour worked,7.4
2010,Estonia,Euro,Nominal labour productivity per person,:
2010,Estonia,Euro,Nominal labour productivity per hour worked,:
2010,Estonia,Euro,Real labour productivity per person,:
2010,Estonia,National currency,Compensation per employee,13 895.9
2010,Estonia,National currency,Compensation of employees per hour worked,7.4
2010,Estonia,National currency,Nominal labour productivity per person,:
2010,Estonia,National currency,Nominal labour productivity per hour worked,:
2010,Estonia,National currency,Real labour productivity per person,:
2010,Estonia,Purchasing power standard (PPS),Compensation per employee,20 767.2
2010,Estonia,Purchasing power standard (PPS),Compensation of employees per hour worked,11.1
2010,Estonia,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Estonia,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Estonia,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Estonia,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,20 539.0
2010,Estonia,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,11
2010,Estonia,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Estonia,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Estonia,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Estonia,Index 2015=100,Compensation per employee,:
2010,Estonia,Index 2015=100,Compensation of employees per hour worked,:
2010,Estonia,Index 2015=100,Nominal labour productivity per person,:
2010,Estonia,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Estonia,Index 2015=100,Real labour productivity per person,96.5
2010,Ireland,Euro,Compensation per employee,44 845.2
2010,Ireland,Euro,Compensation of employees per hour worked,27.4
2010,Ireland,Euro,Nominal labour productivity per person,:
2010,Ireland,Euro,Nominal labour productivity per hour worked,:
2010,Ireland,Euro,Real labour productivity per person,:
2010,Ireland,National currency,Compensation per employee,44 845.2
2010,Ireland,National currency,Compensation of employees per hour worked,27.4
2010,Ireland,National currency,Nominal labour productivity per person,:
2010,Ireland,National currency,Nominal labour productivity per hour worked,:
2010,Ireland,National currency,Real labour productivity per person,:
2010,Ireland,Purchasing power standard (PPS),Compensation per employee,40 401.1
2010,Ireland,Purchasing power standard (PPS),Compensation of employees per hour worked,24.7
2010,Ireland,Purchasing power standard (PPS),Nominal labour productivity per person,:
2010,Ireland,Purchasing power standard (PPS),Nominal labour productivity per hour worked,:
2010,Ireland,Purchasing power standard (PPS),Real labour productivity per person,:
2010,Ireland,Purchasing power standard (PPS EU27 from 2020),Compensation per employee,39 957.2
2010,Ireland,Purchasing power standard (PPS EU27 from 2020),Compensation of employees per hour worked,24.4
2010,Ireland,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per person,:
2010,Ireland,Purchasing power standard (PPS EU27 from 2020),Nominal labour productivity per hour worked,:
2010,Ireland,Purchasing power standard (PPS EU27 from 2020),Real labour productivity per person,:
2010,Ireland,Index 2015=100,Compensation per employee,:
2010,Ireland,Index 2015=100,Compensation of employees per hour worked,:
2010,Ireland,Index 2015=100,Nominal labour productivity per person,:
2010,Ireland,Index 2015=100,Nominal labour productivity per hour worked,:
2010,Ireland,Index 2015=100,Real labour productivity per person,77
2010,Greece,Euro,Compensation per employee,26 073.1
2010,Greece,Euro,Compensation of employees per hour worked,13.4
2010,Greece,Euro,Nominal labour productivity per person,:
2010,Greece,Euro,Nominal labour productivity per hour worked,:
2010,Greece,Euro,Real labour productivity per person,:
2010,Greece,National currency,Compensation per employee,26 073.1
2010,Greece,National currency,Compensation of employees per hour worked,13.4
2010,Greece,National currency,Nominal labour productivity per person,:
